"alpha","nu","k","q_critical"
"0.50","1",2,"1.414"
"0.50","1",3,"2.338"
"0.50","1",4,"2.918"
"0.50","1",5,"3.335"
"0.50","1",6,"3.658"
"0.50","1",7,"3.920"
"0.50","1",8,"4.139"
"0.50","1",9,"4.327"
"0.50","1",10,"4.491"
"0.50","2",2,"1.155"
"0.50","2",3,"1.908"
"0.50","2",4,"2.377"
"0.50","2",5,"2.713"
"0.50","2",6,"2.973"
"0.50","2",7,"3.184"
"0.50","2",8,"3.361"
"0.50","2",9,"3.513"
"0.50","2",10,"3.645"
"0.50","3",2,"1.082"
"0.50","3",3,"1.791"
"0.50","3",4,"2.230"
"0.50","3",5,"2.545"
"0.50","3",6,"2.789"
"0.50","3",7,"2.986"
"0.50","3",8,"3.152"
"0.50","3",9,"3.294"
"0.50","3",10,"3.418"
"0.50","4",2,"1.048"
"0.50","4",3,"1.736"
"0.50","4",4,"2.163"
"0.50","4",5,"2.468"
"0.50","4",6,"2.704"
"0.50","4",7,"2.895"
"0.50","4",8,"3.055"
"0.50","4",9,"3.193"
"0.50","4",10,"3.313"
"0.50","5",2,"1.028"
"0.50","5",3,"1.705"
"0.50","5",4,"2.124"
"0.50","5",5,"2.423"
"0.50","5",6,"2.655"
"0.50","5",7,"2.843"
"0.50","5",8,"3.000"
"0.50","5",9,"3.135"
"0.50","5",10,"3.253"
"0.50","6",2,"1.015"
"0.50","6",3,"1.684"
"0.50","6",4,"2.098"
"0.50","6",5,"2.394"
"0.50","6",6,"2.623"
"0.50","6",7,"2.808"
"0.50","6",8,"2.964"
"0.50","6",9,"3.097"
"0.50","6",10,"3.213"
"0.50","7",2,"1.006"
"0.50","7",3,"1.670"
"0.50","7",4,"2.080"
"0.50","7",5,"2.374"
"0.50","7",6,"2.601"
"0.50","7",7,"2.784"
"0.50","7",8,"2.938"
"0.50","7",9,"3.070"
"0.50","7",10,"3.186"
"0.50","8",2,"0.999"
"0.50","8",3,"1.659"
"0.50","8",4,"2.067"
"0.50","8",5,"2.359"
"0.50","8",6,"2.584"
"0.50","8",7,"2.767"
"0.50","8",8,"2.919"
"0.50","8",9,"3.051"
"0.50","8",10,"3.165"
"0.50","9",2,"0.994"
"0.50","9",3,"1.651"
"0.50","9",4,"2.057"
"0.50","9",5,"2.347"
"0.50","9",6,"2.571"
"0.50","9",7,"2.753"
"0.50","9",8,"2.905"
"0.50","9",9,"3.035"
"0.50","9",10,"3.149"
"0.50","10",2,"0.990"
"0.50","10",3,"1.645"
"0.50","10",4,"2.049"
"0.50","10",5,"2.338"
"0.50","10",6,"2.561"
"0.50","10",7,"2.742"
"0.50","10",8,"2.893"
"0.50","10",9,"3.023"
"0.50","10",10,"3.137"
"0.50","11",2,"0.986"
"0.50","11",3,"1.639"
"0.50","11",4,"2.042"
"0.50","11",5,"2.330"
"0.50","11",6,"2.553"
"0.50","11",7,"2.733"
"0.50","11",8,"2.884"
"0.50","11",9,"3.013"
"0.50","11",10,"3.127"
"0.50","12",2,"0.984"
"0.50","12",3,"1.635"
"0.50","12",4,"2.037"
"0.50","12",5,"2.324"
"0.50","12",6,"2.546"
"0.50","12",7,"2.726"
"0.50","12",8,"2.876"
"0.50","12",9,"3.005"
"0.50","12",10,"3.118"
"0.50","13",2,"0.981"
"0.50","13",3,"1.631"
"0.50","13",4,"2.032"
"0.50","13",5,"2.319"
"0.50","13",6,"2.540"
"0.50","13",7,"2.719"
"0.50","13",8,"2.869"
"0.50","13",9,"2.998"
"0.50","13",10,"3.111"
"0.50","14",2,"0.979"
"0.50","14",3,"1.628"
"0.50","14",4,"2.028"
"0.50","14",5,"2.314"
"0.50","14",6,"2.535"
"0.50","14",7,"2.714"
"0.50","14",8,"2.864"
"0.50","14",9,"2.992"
"0.50","14",10,"3.105"
"0.50","15",2,"0.978"
"0.50","15",3,"1.625"
"0.50","15",4,"2.025"
"0.50","15",5,"2.310"
"0.50","15",6,"2.531"
"0.50","15",7,"2.709"
"0.50","15",8,"2.859"
"0.50","15",9,"2.987"
"0.50","15",10,"3.099"
"0.50","16",2,"0.976"
"0.50","16",3,"1.623"
"0.50","16",4,"2.022"
"0.50","16",5,"2.307"
"0.50","16",6,"2.527"
"0.50","16",7,"2.705"
"0.50","16",8,"2.855"
"0.50","16",9,"2.983"
"0.50","16",10,"3.095"
"0.50","17",2,"0.975"
"0.50","17",3,"1.621"
"0.50","17",4,"2.019"
"0.50","17",5,"2.304"
"0.50","17",6,"2.524"
"0.50","17",7,"2.702"
"0.50","17",8,"2.851"
"0.50","17",9,"2.979"
"0.50","17",10,"3.090"
"0.50","18",2,"0.973"
"0.50","18",3,"1.619"
"0.50","18",4,"2.017"
"0.50","18",5,"2.301"
"0.50","18",6,"2.521"
"0.50","18",7,"2.699"
"0.50","18",8,"2.848"
"0.50","18",9,"2.975"
"0.50","18",10,"3.087"
"0.50","19",2,"0.972"
"0.50","19",3,"1.617"
"0.50","19",4,"2.015"
"0.50","19",5,"2.299"
"0.50","19",6,"2.518"
"0.50","19",7,"2.696"
"0.50","19",8,"2.845"
"0.50","19",9,"2.972"
"0.50","19",10,"3.084"
"0.50","20",2,"0.972"
"0.50","20",3,"1.616"
"0.50","20",4,"2.013"
"0.50","20",5,"2.297"
"0.50","20",6,"2.516"
"0.50","20",7,"2.693"
"0.50","20",8,"2.842"
"0.50","20",9,"2.969"
"0.50","20",10,"3.081"
"0.50","24",2,"0.969"
"0.50","24",3,"1.611"
"0.50","24",4,"2.007"
"0.50","24",5,"2.290"
"0.50","24",6,"2.508"
"0.50","24",7,"2.685"
"0.50","24",8,"2.833"
"0.50","24",9,"2.960"
"0.50","24",10,"3.071"
"0.50","30",2,"0.966"
"0.50","30",3,"1.606"
"0.50","30",4,"2.001"
"0.50","30",5,"2.283"
"0.50","30",6,"2.501"
"0.50","30",7,"2.677"
"0.50","30",8,"2.825"
"0.50","30",9,"2.951"
"0.50","30",10,"3.062"
"0.50","40",2,"0.963"
"0.50","40",3,"1.602"
"0.50","40",4,"1.996"
"0.50","40",5,"2.277"
"0.50","40",6,"2.494"
"0.50","40",7,"2.669"
"0.50","40",8,"2.816"
"0.50","40",9,"2.942"
"0.50","40",10,"3.053"
"0.50","60",2,"0.960"
"0.50","60",3,"1.597"
"0.50","60",4,"1.990"
"0.50","60",5,"2.270"
"0.50","60",6,"2.486"
"0.50","60",7,"2.661"
"0.50","60",8,"2.808"
"0.50","60",9,"2.933"
"0.50","60",10,"3.043"
"0.50","120",2,"0.957"
"0.50","120",3,"1.592"
"0.50","120",4,"1.984"
"0.50","120",5,"2.263"
"0.50","120",6,"2.479"
"0.50","120",7,"2.653"
"0.50","120",8,"2.799"
"0.50","120",9,"2.924"
"0.50","120",10,"3.034"
"0.50","Inf",2,"0.954"
"0.50","Inf",3,"1.588"
"0.50","Inf",4,"1.978"
"0.50","Inf",5,"2.257"
"0.50","Inf",6,"2.472"
"0.50","Inf",7,"2.645"
"0.50","Inf",8,"2.791"
"0.50","Inf",9,"2.915"
"0.50","Inf",10,"3.024"
"0.50","1",11,"4.637"
"0.50","1",12,"4.767"
"0.50","1",13,"4.885"
"0.50","1",14,"4.992"
"0.50","1",15,"5.091"
"0.50","1",16,"5.182"
"0.50","1",17,"5.266"
"0.50","1",18,"5.345"
"0.50","1",19,"5.419"
"0.50","2",11,"3.762"
"0.50","2",12,"3.867"
"0.50","2",13,"3.963"
"0.50","2",14,"4.049"
"0.50","2",15,"4.129"
"0.50","2",16,"4.203"
"0.50","2",17,"4.271"
"0.50","2",18,"4.335"
"0.50","2",19,"4.394"
"0.50","3",11,"3.528"
"0.50","3",12,"3.626"
"0.50","3",13,"3.715"
"0.50","3",14,"3.796"
"0.50","3",15,"3.871"
"0.50","3",16,"3.940"
"0.50","3",17,"4.004"
"0.50","3",18,"4.064"
"0.50","3",19,"4.120"
"0.50","4",11,"3.419"
"0.50","4",12,"3.515"
"0.50","4",13,"3.601"
"0.50","4",14,"3.680"
"0.50","4",15,"3.752"
"0.50","4",16,"3.819"
"0.50","4",17,"3.881"
"0.50","4",18,"3.939"
"0.50","4",19,"3.993"
"0.50","5",11,"3.357"
"0.50","5",12,"3.451"
"0.50","5",13,"3.535"
"0.50","5",14,"3.613"
"0.50","5",15,"3.684"
"0.50","5",16,"3.749"
"0.50","5",17,"3.810"
"0.50","5",18,"3.867"
"0.50","5",19,"3.920"
"0.50","6",11,"3.317"
"0.50","6",12,"3.409"
"0.50","6",13,"3.493"
"0.50","6",14,"3.569"
"0.50","6",15,"3.639"
"0.50","6",16,"3.704"
"0.50","6",17,"3.764"
"0.50","6",18,"3.820"
"0.50","6",19,"3.873"
"0.50","7",11,"3.288"
"0.50","7",12,"3.380"
"0.50","7",13,"3.463"
"0.50","7",14,"3.538"
"0.50","7",15,"3.608"
"0.50","7",16,"3.672"
"0.50","7",17,"3.732"
"0.50","7",18,"3.787"
"0.50","7",19,"3.840"
"0.50","8",11,"3.267"
"0.50","8",12,"3.358"
"0.50","8",13,"3.440"
"0.50","8",14,"3.515"
"0.50","8",15,"3.584"
"0.50","8",16,"3.648"
"0.50","8",17,"3.708"
"0.50","8",18,"3.763"
"0.50","8",19,"3.815"
"0.50","9",11,"3.250"
"0.50","9",12,"3.341"
"0.50","9",13,"3.423"
"0.50","9",14,"3.498"
"0.50","9",15,"3.566"
"0.50","9",16,"3.630"
"0.50","9",17,"3.689"
"0.50","9",18,"3.744"
"0.50","9",19,"3.796"
"0.50","10",11,"3.237"
"0.50","10",12,"3.328"
"0.50","10",13,"3.409"
"0.50","10",14,"3.484"
"0.50","10",15,"3.552"
"0.50","10",16,"3.615"
"0.50","10",17,"3.674"
"0.50","10",18,"3.729"
"0.50","10",19,"3.780"
"0.50","11",11,"3.227"
"0.50","11",12,"3.317"
"0.50","11",13,"3.398"
"0.50","11",14,"3.472"
"0.50","11",15,"3.540"
"0.50","11",16,"3.603"
"0.50","11",17,"3.662"
"0.50","11",18,"3.717"
"0.50","11",19,"3.768"
"0.50","12",11,"3.218"
"0.50","12",12,"3.308"
"0.50","12",13,"3.389"
"0.50","12",14,"3.463"
"0.50","12",15,"3.531"
"0.50","12",16,"3.594"
"0.50","12",17,"3.652"
"0.50","12",18,"3.706"
"0.50","12",19,"3.757"
"0.50","13",11,"3.210"
"0.50","13",12,"3.300"
"0.50","13",13,"3.381"
"0.50","13",14,"3.455"
"0.50","13",15,"3.522"
"0.50","13",16,"3.585"
"0.50","13",17,"3.643"
"0.50","13",18,"3.698"
"0.50","13",19,"3.749"
"0.50","14",11,"3.204"
"0.50","14",12,"3.293"
"0.50","14",13,"3.374"
"0.50","14",14,"3.448"
"0.50","14",15,"3.515"
"0.50","14",16,"3.578"
"0.50","14",17,"3.636"
"0.50","14",18,"3.690"
"0.50","14",19,"3.741"
"0.50","15",11,"3.199"
"0.50","15",12,"3.288"
"0.50","15",13,"3.368"
"0.50","15",14,"3.442"
"0.50","15",15,"3.509"
"0.50","15",16,"3.572"
"0.50","15",17,"3.630"
"0.50","15",18,"3.684"
"0.50","15",19,"3.735"
"0.50","16",11,"3.194"
"0.50","16",12,"3.283"
"0.50","16",13,"3.363"
"0.50","16",14,"3.436"
"0.50","16",15,"3.504"
"0.50","16",16,"3.566"
"0.50","16",17,"3.624"
"0.50","16",18,"3.678"
"0.50","16",19,"3.729"
"0.50","17",11,"3.189"
"0.50","17",12,"3.278"
"0.50","17",13,"3.359"
"0.50","17",14,"3.432"
"0.50","17",15,"3.499"
"0.50","17",16,"3.561"
"0.50","17",17,"3.619"
"0.50","17",18,"3.673"
"0.50","17",19,"3.724"
"0.50","18",11,"3.186"
"0.50","18",12,"3.274"
"0.50","18",13,"3.354"
"0.50","18",14,"3.428"
"0.50","18",15,"3.495"
"0.50","18",16,"3.557"
"0.50","18",17,"3.615"
"0.50","18",18,"3.669"
"0.50","18",19,"3.719"
"0.50","19",11,"3.182"
"0.50","19",12,"3.271"
"0.50","19",13,"3.351"
"0.50","19",14,"3.424"
"0.50","19",15,"3.491"
"0.50","19",16,"3.553"
"0.50","19",17,"3.611"
"0.50","19",18,"3.665"
"0.50","19",19,"3.715"
"0.50","20",11,"3.179"
"0.50","20",12,"3.268"
"0.50","20",13,"3.348"
"0.50","20",14,"3.421"
"0.50","20",15,"3.488"
"0.50","20",16,"3.550"
"0.50","20",17,"3.607"
"0.50","20",18,"3.661"
"0.50","20",19,"3.712"
"0.50","24",11,"3.170"
"0.50","24",12,"3.258"
"0.50","24",13,"3.337"
"0.50","24",14,"3.410"
"0.50","24",15,"3.477"
"0.50","24",16,"3.539"
"0.50","24",17,"3.596"
"0.50","24",18,"3.650"
"0.50","24",19,"3.700"
"0.50","30",11,"3.160"
"0.50","30",12,"3.248"
"0.50","30",13,"3.327"
"0.50","30",14,"3.400"
"0.50","30",15,"3.466"
"0.50","30",16,"3.528"
"0.50","30",17,"3.585"
"0.50","30",18,"3.638"
"0.50","30",19,"3.688"
"0.50","40",11,"3.150"
"0.50","40",12,"3.238"
"0.50","40",13,"3.317"
"0.50","40",14,"3.389"
"0.50","40",15,"3.455"
"0.50","40",16,"3.517"
"0.50","40",17,"3.574"
"0.50","40",18,"3.627"
"0.50","40",19,"3.677"
"0.50","60",11,"3.140"
"0.50","60",12,"3.227"
"0.50","60",13,"3.306"
"0.50","60",14,"3.378"
"0.50","60",15,"3.444"
"0.50","60",16,"3.505"
"0.50","60",17,"3.562"
"0.50","60",18,"3.615"
"0.50","60",19,"3.665"
"0.50","120",11,"3.130"
"0.50","120",12,"3.217"
"0.50","120",13,"3.296"
"0.50","120",14,"3.367"
"0.50","120",15,"3.433"
"0.50","120",16,"3.494"
"0.50","120",17,"3.550"
"0.50","120",18,"3.603"
"0.50","120",19,"3.652"
"0.50","Inf",11,"3.121"
"0.50","Inf",12,"3.207"
"0.50","Inf",13,"3.285"
"0.50","Inf",14,"3.356"
"0.50","Inf",15,"3.422"
"0.50","Inf",16,"3.482"
"0.50","Inf",17,"3.538"
"0.50","Inf",18,"3.591"
"0.50","Inf",19,"3.640"
"0.50","1",20,"5.489"
"0.50","1",22,"5.616"
"0.50","1",24,"5.731"
"0.50","1",26,"5.835"
"0.50","1",28,"5.930"
"0.50","1",30,"6.017"
"0.50","1",32,"6.098"
"0.50","1",34,"6.173"
"0.50","1",36,"6.244"
"0.50","2",20,"4.451"
"0.50","2",22,"4.554"
"0.50","2",24,"4.646"
"0.50","2",26,"4.730"
"0.50","2",28,"4.807"
"0.50","2",30,"4.878"
"0.50","2",32,"4.943"
"0.50","2",34,"5.004"
"0.50","2",36,"5.061"
"0.50","3",20,"4.172"
"0.50","3",22,"4.269"
"0.50","3",24,"4.356"
"0.50","3",26,"4.434"
"0.50","3",28,"4.506"
"0.50","3",30,"4.573"
"0.50","3",32,"4.634"
"0.50","3",34,"4.691"
"0.50","3",36,"4.745"
"0.50","4",20,"4.044"
"0.50","4",22,"4.138"
"0.50","4",24,"4.222"
"0.50","4",26,"4.298"
"0.50","4",28,"4.368"
"0.50","4",30,"4.432"
"0.50","4",32,"4.492"
"0.50","4",34,"4.547"
"0.50","4",36,"4.599"
"0.50","5",20,"3.970"
"0.50","5",22,"4.062"
"0.50","5",24,"4.145"
"0.50","5",26,"4.220"
"0.50","5",28,"4.288"
"0.50","5",30,"4.351"
"0.50","5",32,"4.410"
"0.50","5",34,"4.464"
"0.50","5",36,"4.515"
"0.50","6",20,"3.922"
"0.50","6",22,"4.013"
"0.50","6",24,"4.095"
"0.50","6",26,"4.169"
"0.50","6",28,"4.237"
"0.50","6",30,"4.299"
"0.50","6",32,"4.357"
"0.50","6",34,"4.410"
"0.50","6",36,"4.461"
"0.50","7",20,"3.889"
"0.50","7",22,"3.979"
"0.50","7",24,"4.059"
"0.50","7",26,"4.133"
"0.50","7",28,"4.200"
"0.50","7",30,"4.262"
"0.50","7",32,"4.319"
"0.50","7",34,"4.372"
"0.50","7",36,"4.422"
"0.50","8",20,"3.863"
"0.50","8",22,"3.953"
"0.50","8",24,"4.033"
"0.50","8",26,"4.106"
"0.50","8",28,"4.173"
"0.50","8",30,"4.234"
"0.50","8",32,"4.291"
"0.50","8",34,"4.344"
"0.50","8",36,"4.394"
"0.50","9",20,"3.844"
"0.50","9",22,"3.933"
"0.50","9",24,"4.013"
"0.50","9",26,"4.086"
"0.50","9",28,"4.152"
"0.50","9",30,"4.213"
"0.50","9",32,"4.270"
"0.50","9",34,"4.322"
"0.50","9",36,"4.372"
"0.50","10",20,"3.829"
"0.50","10",22,"3.917"
"0.50","10",24,"3.997"
"0.50","10",26,"4.069"
"0.50","10",28,"4.135"
"0.50","10",30,"4.196"
"0.50","10",32,"4.253"
"0.50","10",34,"4.305"
"0.50","10",36,"4.354"
"0.50","11",20,"3.816"
"0.50","11",22,"3.904"
"0.50","11",24,"3.984"
"0.50","11",26,"4.056"
"0.50","11",28,"4.122"
"0.50","11",30,"4.182"
"0.50","11",32,"4.239"
"0.50","11",34,"4.291"
"0.50","11",36,"4.340"
"0.50","12",20,"3.805"
"0.50","12",22,"3.893"
"0.50","12",24,"3.973"
"0.50","12",26,"4.045"
"0.50","12",28,"4.110"
"0.50","12",30,"4.171"
"0.50","12",32,"4.227"
"0.50","12",34,"4.279"
"0.50","12",36,"4.328"
"0.50","13",20,"3.796"
"0.50","13",22,"3.884"
"0.50","13",24,"3.963"
"0.50","13",26,"4.035"
"0.50","13",28,"4.101"
"0.50","13",30,"4.161"
"0.50","13",32,"4.217"
"0.50","13",34,"4.269"
"0.50","13",36,"4.318"
"0.50","14",20,"3.789"
"0.50","14",22,"3.877"
"0.50","14",24,"3.955"
"0.50","14",26,"4.027"
"0.50","14",28,"4.092"
"0.50","14",30,"4.153"
"0.50","14",32,"4.209"
"0.50","14",34,"4.260"
"0.50","14",36,"4.309"
"0.50","15",20,"3.782"
"0.50","15",22,"3.870"
"0.50","15",24,"3.948"
"0.50","15",26,"4.020"
"0.50","15",28,"4.085"
"0.50","15",30,"4.145"
"0.50","15",32,"4.201"
"0.50","15",34,"4.253"
"0.50","15",36,"4.301"
"0.50","16",20,"3.776"
"0.50","16",22,"3.864"
"0.50","16",24,"3.942"
"0.50","16",26,"4.014"
"0.50","16",28,"4.079"
"0.50","16",30,"4.139"
"0.50","16",32,"4.195"
"0.50","16",34,"4.246"
"0.50","16",36,"4.295"
"0.50","17",20,"3.771"
"0.50","17",22,"3.859"
"0.50","17",24,"3.937"
"0.50","17",26,"4.008"
"0.50","17",28,"4.073"
"0.50","17",30,"4.133"
"0.50","17",32,"4.189"
"0.50","17",34,"4.241"
"0.50","17",36,"4.289"
"0.50","18",20,"3.767"
"0.50","18",22,"3.854"
"0.50","18",24,"3.932"
"0.50","18",26,"4.003"
"0.50","18",28,"4.068"
"0.50","18",30,"4.128"
"0.50","18",32,"4.184"
"0.50","18",34,"4.236"
"0.50","18",36,"4.284"
"0.50","19",20,"3.763"
"0.50","19",22,"3.850"
"0.50","19",24,"3.928"
"0.50","19",26,"3.999"
"0.50","19",28,"4.064"
"0.50","19",30,"4.124"
"0.50","19",32,"4.179"
"0.50","19",34,"4.231"
"0.50","19",36,"4.279"
"0.50","20",20,"3.759"
"0.50","20",22,"3.846"
"0.50","20",24,"3.924"
"0.50","20",26,"3.995"
"0.50","20",28,"4.060"
"0.50","20",30,"4.120"
"0.50","20",32,"4.175"
"0.50","20",34,"4.227"
"0.50","20",36,"4.275"
"0.50","24",20,"3.747"
"0.50","24",22,"3.834"
"0.50","24",24,"3.912"
"0.50","24",26,"3.983"
"0.50","24",28,"4.047"
"0.50","24",30,"4.107"
"0.50","24",32,"4.162"
"0.50","24",34,"4.213"
"0.50","24",36,"4.261"
"0.50","30",20,"3.735"
"0.50","30",22,"3.822"
"0.50","30",24,"3.899"
"0.50","30",26,"3.970"
"0.50","30",28,"4.034"
"0.50","30",30,"4.094"
"0.50","30",32,"4.149"
"0.50","30",34,"4.200"
"0.50","30",36,"4.248"
"0.50","40",20,"3.723"
"0.50","40",22,"3.809"
"0.50","40",24,"3.887"
"0.50","40",26,"3.957"
"0.50","40",28,"4.021"
"0.50","40",30,"4.080"
"0.50","40",32,"4.135"
"0.50","40",34,"4.186"
"0.50","40",36,"4.234"
"0.50","60",20,"3.711"
"0.50","60",22,"3.797"
"0.50","60",24,"3.874"
"0.50","60",26,"3.944"
"0.50","60",28,"4.008"
"0.50","60",30,"4.067"
"0.50","60",32,"4.121"
"0.50","60",34,"4.172"
"0.50","60",36,"4.219"
"0.50","120",20,"3.699"
"0.50","120",22,"3.784"
"0.50","120",24,"3.861"
"0.50","120",26,"3.930"
"0.50","120",28,"3.994"
"0.50","120",30,"4.052"
"0.50","120",32,"4.107"
"0.50","120",34,"4.157"
"0.50","120",36,"4.204"
"0.50","Inf",20,"3.686"
"0.50","Inf",22,"3.771"
"0.50","Inf",24,"3.847"
"0.50","Inf",26,"3.916"
"0.50","Inf",28,"3.979"
"0.50","Inf",30,"4.037"
"0.50","Inf",32,"4.091"
"0.50","Inf",34,"4.141"
"0.50","Inf",36,"4.188"
"0.50","1",38,"6.310"
"0.50","1",40,"6.372"
"0.50","1",50,"6.637"
"0.50","1",60,"6.847"
"0.50","1",70,"7.021"
"0.50","1",80,"7.169"
"0.50","1",90,"7.297"
"0.50","1",100,"7.411"
"0.50","2",38,"5.114"
"0.50","2",40,"5.165"
"0.50","2",50,"5.379"
"0.50","2",60,"5.549"
"0.50","2",70,"5.690"
"0.50","2",80,"5.810"
"0.50","2",90,"5.914"
"0.50","2",100,"6.006"
"0.50","3",38,"4.795"
"0.50","3",40,"4.842"
"0.50","3",50,"5.043"
"0.50","3",60,"5.202"
"0.50","3",70,"5.334"
"0.50","3",80,"5.447"
"0.50","3",90,"5.544"
"0.50","3",100,"5.630"
"0.50","4",38,"4.647"
"0.50","4",40,"4.693"
"0.50","4",50,"4.888"
"0.50","4",60,"5.043"
"0.50","4",70,"5.171"
"0.50","4",80,"5.279"
"0.50","4",90,"5.374"
"0.50","4",100,"5.457"
"0.50","5",38,"4.563"
"0.50","5",40,"4.608"
"0.50","5",50,"4.799"
"0.50","5",60,"4.951"
"0.50","5",70,"5.077"
"0.50","5",80,"5.184"
"0.50","5",90,"5.276"
"0.50","5",100,"5.358"
"0.50","6",38,"4.508"
"0.50","6",40,"4.552"
"0.50","6",50,"4.741"
"0.50","6",60,"4.891"
"0.50","6",70,"5.016"
"0.50","6",80,"5.121"
"0.50","6",90,"5.213"
"0.50","6",100,"5.294"
"0.50","7",38,"4.469"
"0.50","7",40,"4.513"
"0.50","7",50,"4.700"
"0.50","7",60,"4.849"
"0.50","7",70,"4.973"
"0.50","7",80,"5.077"
"0.50","7",90,"5.168"
"0.50","7",100,"5.249"
"0.50","8",38,"4.440"
"0.50","8",40,"4.484"
"0.50","8",50,"4.670"
"0.50","8",60,"4.818"
"0.50","8",70,"4.941"
"0.50","8",80,"5.045"
"0.50","8",90,"5.135"
"0.50","8",100,"5.215"
"0.50","9",38,"4.418"
"0.50","9",40,"4.461"
"0.50","9",50,"4.647"
"0.50","9",60,"4.794"
"0.50","9",70,"4.916"
"0.50","9",80,"5.020"
"0.50","9",90,"5.110"
"0.50","9",100,"5.189"
"0.50","10",38,"4.400"
"0.50","10",40,"4.443"
"0.50","10",50,"4.628"
"0.50","10",60,"4.775"
"0.50","10",70,"4.896"
"0.50","10",80,"5.000"
"0.50","10",90,"5.089"
"0.50","10",100,"5.168"
"0.50","11",38,"4.386"
"0.50","11",40,"4.429"
"0.50","11",50,"4.613"
"0.50","11",60,"4.759"
"0.50","11",70,"4.880"
"0.50","11",80,"4.983"
"0.50","11",90,"5.073"
"0.50","11",100,"5.152"
"0.50","12",38,"4.374"
"0.50","12",40,"4.417"
"0.50","12",50,"4.600"
"0.50","12",60,"4.746"
"0.50","12",70,"4.867"
"0.50","12",80,"4.970"
"0.50","12",90,"5.059"
"0.50","12",100,"5.138"
"0.50","13",38,"4.363"
"0.50","13",40,"4.406"
"0.50","13",50,"4.590"
"0.50","13",60,"4.735"
"0.50","13",70,"4.856"
"0.50","13",80,"4.958"
"0.50","13",90,"5.047"
"0.50","13",100,"5.126"
"0.50","14",38,"4.355"
"0.50","14",40,"4.397"
"0.50","14",50,"4.580"
"0.50","14",60,"4.726"
"0.50","14",70,"4.846"
"0.50","14",80,"4.948"
"0.50","14",90,"5.037"
"0.50","14",100,"5.116"
"0.50","15",38,"4.347"
"0.50","15",40,"4.390"
"0.50","15",50,"4.572"
"0.50","15",60,"4.718"
"0.50","15",70,"4.838"
"0.50","15",80,"4.940"
"0.50","15",90,"5.028"
"0.50","15",100,"5.107"
"0.50","16",38,"4.340"
"0.50","16",40,"4.383"
"0.50","16",50,"4.565"
"0.50","16",60,"4.710"
"0.50","16",70,"4.830"
"0.50","16",80,"4.932"
"0.50","16",90,"5.021"
"0.50","16",100,"5.099"
"0.50","17",38,"4.334"
"0.50","17",40,"4.377"
"0.50","17",50,"4.559"
"0.50","17",60,"4.704"
"0.50","17",70,"4.824"
"0.50","17",80,"4.926"
"0.50","17",90,"5.014"
"0.50","17",100,"5.092"
"0.50","18",38,"4.329"
"0.50","18",40,"4.372"
"0.50","18",50,"4.554"
"0.50","18",60,"4.698"
"0.50","18",70,"4.818"
"0.50","18",80,"4.920"
"0.50","18",90,"5.008"
"0.50","18",100,"5.086"
"0.50","19",38,"4.324"
"0.50","19",40,"4.367"
"0.50","19",50,"4.549"
"0.50","19",60,"4.693"
"0.50","19",70,"4.813"
"0.50","19",80,"4.914"
"0.50","19",90,"5.002"
"0.50","19",100,"5.080"
"0.50","20",38,"4.320"
"0.50","20",40,"4.363"
"0.50","20",50,"4.544"
"0.50","20",60,"4.688"
"0.50","20",70,"4.808"
"0.50","20",80,"4.909"
"0.50","20",90,"4.998"
"0.50","20",100,"5.075"
"0.50","24",38,"4.306"
"0.50","24",40,"4.349"
"0.50","24",50,"4.530"
"0.50","24",60,"4.674"
"0.50","24",70,"4.793"
"0.50","24",80,"4.894"
"0.50","24",90,"4.982"
"0.50","24",100,"5.060"
"0.50","30",38,"4.293"
"0.50","30",40,"4.335"
"0.50","30",50,"4.515"
"0.50","30",60,"4.659"
"0.50","30",70,"4.777"
"0.50","30",80,"4.878"
"0.50","30",90,"4.966"
"0.50","30",100,"5.043"
"0.50","40",38,"4.278"
"0.50","40",40,"4.321"
"0.50","40",50,"4.500"
"0.50","40",60,"4.643"
"0.50","40",70,"4.761"
"0.50","40",80,"4.862"
"0.50","40",90,"4.949"
"0.50","40",100,"5.027"
"0.50","60",38,"4.264"
"0.50","60",40,"4.306"
"0.50","60",50,"4.485"
"0.50","60",60,"4.627"
"0.50","60",70,"4.745"
"0.50","60",80,"4.845"
"0.50","60",90,"4.932"
"0.50","60",100,"5.009"
"0.50","120",38,"4.249"
"0.50","120",40,"4.290"
"0.50","120",50,"4.468"
"0.50","120",60,"4.610"
"0.50","120",70,"4.727"
"0.50","120",80,"4.827"
"0.50","120",90,"4.913"
"0.50","120",100,"4.990"
"0.50","Inf",38,"4.232"
"0.50","Inf",40,"4.274"
"0.50","Inf",50,"4.450"
"0.50","Inf",60,"4.591"
"0.50","Inf",70,"4.707"
"0.50","Inf",80,"4.806"
"0.50","Inf",90,"4.892"
"0.50","Inf",100,"4.968"
"0.20","1",2,"4.353"
"0.20","1",3,"6.615"
"0.20","1",4,"8.075"
"0.20","1",5,"9.138"
"0.20","1",6,"9.966"
"0.20","1",7,"10.641"
"0.20","1",8,"11.207"
"0.20","1",9,"11.694"
"0.20","1",10,"12.120"
"0.20","2",2,"2.667"
"0.20","2",3,"3.820"
"0.20","2",4,"4.559"
"0.20","2",5,"5.098"
"0.20","2",6,"5.521"
"0.20","2",7,"5.867"
"0.20","2",8,"6.158"
"0.20","2",9,"6.409"
